step,envId,formationType,timeStep,receiverId,old_threshold,delta_T,new_threshold,benign_exceedance_rate,reward
307,0,0,16,9,1.0,-0.10763025283813477,1.0,0.0,-0.003615842666476965
308,0,0,16,10,1.0,-0.13689899444580078,1.0,0.0,-0.0036874134093523026
309,0,0,16,11,1.0,-0.18668603897094727,1.0,0.0,-0.003848516847938299
310,0,0,16,12,1.0,-0.049362897872924805,1.0,0.0,-0.0035243669990450144
311,0,0,16,13,1.0,-0.026260972023010254,1.0,0.0,-0.0035068963188678026
312,0,0,16,14,1.0,-0.06531262397766113,1.0,0.0,-0.0035426574759185314
313,0,0,16,15,1.0,-0.2159719467163086,1.0,0.0,-0.003966439049690962
314,0,0,16,16,1.0,-0.12735235691070557,1.0,0.0,-0.0036621862091124058
315,0,0,16,17,1.0,-0.11406207084655762,1.0,0.0,-0.0036301014479249716
316,0,0,16,18,1.0,-0.12055778503417969,1.0,0.0,-0.003645341843366623
317,0,0,16,19,1.0,-0.1805713176727295,1.0,0.0,-0.00382606009952724
